StationID,StationName,Date,Tmax,Tmin,Precip
CYBR,BRANDON ARPT,2021-05-25,15.8,2.9,2.9
CYBR,BRANDON ARPT,2021-05-26,11,-0.1,0
CYBR,BRANDON ARPT,2021-05-27,14,-2.5,0
CYBR,BRANDON ARPT,2021-05-28,20.9,-1.3,0
CYBR,BRANDON ARPT,2021-05-29,23.2,10.7,0
CYBR,BRANDON ARPT,2021-05-30,16.6,5,0
CYBR,BRANDON ARPT,2021-05-31,25.9,-0.7,0
CYBR,BRANDON ARPT,2021-06-01,28.5,9.6,0
CYBR,BRANDON ARPT,2021-06-02,31.5,7.5,0
CYBR,BRANDON ARPT,2021-06-03,32.9,14.9,0
CYBR,BRANDON ARPT,2021-06-04,35.1,16.5,0
CYBR,BRANDON ARPT,2021-06-05,35.6,14.5,0.2
CYBR,BRANDON ARPT,2021-06-06,25.6,12.3,1.2
CYBR,BRANDON ARPT,2021-06-07,24,6.2,0
CYBR,BRANDON ARPT,2021-06-08,29.8,11.7,0
CYBR,BRANDON ARPT,2021-06-09,22.2,15,8.7
CYBR,BRANDON ARPT,2021-06-10,18.8,14.7,12.2
CYBR,BRANDON ARPT,2021-06-11,17.6,14.2,70.3
CYBR,BRANDON ARPT,2021-06-12,25.1,12,0
CYBR,BRANDON ARPT,2021-06-13,25.7,11.6,0
CYBR,BRANDON ARPT,2021-06-14,27.7,10.4,0
CYBR,BRANDON ARPT,2021-06-15,28.2,12.1,0
CYBR,BRANDON ARPT,2021-06-16,30.7,15.3,0
CYBR,BRANDON ARPT,2021-06-17,26.9,10.3,0.2
CYBR,BRANDON ARPT,2021-06-18,20.3,8.5,0.3
CYBR,BRANDON ARPT,2021-06-19,22.6,10.4,0
CYBR,BRANDON ARPT,2021-06-20,18.9,10,0
CYBR,BRANDON ARPT,2021-06-21,18.4,2.6,0
CYBR,BRANDON ARPT,2021-06-22,27.6,8.9,0
CYBR,BRANDON ARPT,2021-06-23,26.5,12.6,0
CYBR,BRANDON ARPT,2021-06-24,24.1,9.2,0
CYBR,BRANDON ARPT,2021-06-25,26.2,12.9,0
CYBR,BRANDON ARPT,2021-06-26,24.7,13,0
